35, 25, 2090
25, 25, 2100
25, 35, 2110
25, 45, 2120
25, 55, 2130
25, 65, 2140
25, 75, 2150
25, 85, 2160
35, 85, 2170
45, 85, 2180
55, 85, 2190
65, 85, 2200
75, 85, 2210
85, 85, 2220
95, 85, 2230
105, 85, 2240
115, 85, 2250
125, 85, 2260
135, 85, 2270
145, 85, 2280
155, 85, 2290
165, 85, 2300
175, 85, 2310
185, 85, 2320
195, 85, 2330
205, 85, 2340
215, 85, 2350
225, 85, 2360
235, 85, 2370
245, 85, 2380
255, 85, 2390
265, 85, 2400
275, 85, 2410
285, 85, 2420
295, 85, 2430
295, 95, 2440
295, 105, 2450
295, 115, 2460
295, 125, 2470
295, 135, 2480
295, 145, 2490
295, 155, 2500
295, 165, 2510
295, 175, 2520
295, 185, 2530
295, 195, 2540
295, 205, 2550
295, 215, 2560
295, 225, 2570
295, 235, 2580
295, 245, 2590
295, 255, 2600
295, 265, 2610
295, 275, 2620
295, 285, 2630
295, 295, 2640
295, 305, 2650
295, 315, 2660
295, 325, 2670
305, 325, 2680
315, 325, 2690
325, 325, 2700
335, 325, 2710
345, 325, 2720
355, 325, 2730
365, 325, 2740
375, 325, 2750
385, 325, 2760
395, 325, 2770
405, 325, 2780
415, 325, 2790
415, 315, 2800
415, 305, 2810
415, 295, 2820
415, 285, 2830
415, 275, 2840
415, 265, 2850
415, 255, 2860
415, 245, 2870
415, 235, 2880
415, 225, 2890
415, 215, 2900
415, 205, 2910
415, 195, 2920
415, 185, 2930
405, 185, 2940
395, 185, 2950
385, 185, 2960
375, 185, 2970
365, 185, 2980
355, 185, 2990
345, 185, 3000
335, 185, 3010
325, 185, 3020
315, 185, 3030
305, 185, 3040
295, 185, 3050
285, 185, 3060
275, 185, 3070
265, 185, 3080
255, 185, 3090
245, 185, 3100
235, 185, 3110
225, 185, 3120
215, 185, 3130
205, 185, 3140
195, 185, 3150
185, 185, 3160
175, 185, 3170
165, 185, 3180
155, 185, 3190
145, 185, 3200
135, 185, 3210
125, 185, 3220
115, 185, 3230
105, 185, 3240
95, 185, 3250
85, 185, 3260
75, 185, 3270
65, 185, 3280
55, 185, 3290
45, 185, 3300
35, 185, 3310
25, 185, 3320
25, 195, 3330
25, 205, 3340
25, 215, 3350
25, 225, 3360
25, 235, 3370
25, 245, 3380
25, 255, 3390
25, 265, 3400
25, 275, 3410
25, 285, 3420
25, 295, 3430
35, 295, 3440
45, 295, 3450
55, 295, 3460
65, 295, 3470
75, 295, 3480
85, 295, 3490
95, 295, 3500
105, 295, 3510
115, 295, 3520
115, 285, 3530
115, 275, 3540
115, 265, 3550
115, 255, 3560
115, 245, 3570
115, 235, 3580
115, 225, 3590
115, 215, 3600
115, 205, 3610
115, 195, 3620
115, 185, 3630
125, 185, 3640
135, 185, 3650
145, 185, 3660
155, 185, 3670
165, 185, 3680
175, 185, 3690
185, 185, 3700
195, 185, 3710
205, 185, 3720
215, 185, 3730
225, 185, 3740
235, 185, 3750
245, 185, 3760
255, 185, 3770
265, 185, 3780
275, 185, 3790
285, 185, 3800
295, 185, 3810
305, 185, 3820
315, 185, 3830
325, 185, 3840
335, 185, 3850
345, 185, 3860
355, 185, 3870
365, 185, 3880
375, 185, 3890
385, 185, 3900
395, 185, 3910
405, 185, 3920
415, 185, 3930
425, 185, 3940
435, 185, 3950
445, 185, 3960
455, 185, 3970
465, 185, 3980
475, 185, 3990
485, 185, 4000
495, 185, 4010
505, 185, 4020
515, 185, 4030
525, 185, 4040
535, 185, 4050
545, 185, 4060
555, 185, 4070
565, 185, 4080
575, 185, 4090
585, 185, 4100
595, 185, 4110
605, 185, 4120
615, 185, 4130
625, 185, 4140
635, 185, 4150
645, 185, 4160
655, 185, 4170
665, 185, 4180
675, 185, 4190
685, 185, 4200
695, 185, 4210
705, 185, 4220
715, 185, 4230
725, 185, 4240
735, 185, 4250
745, 185, 4260
755, 185, 4270
765, 185, 4280
775, 185, 4290
775, 195, 4300
775, 205, 4310
775, 215, 4320
775, 225, 4330
775, 235, 4340
775, 245, 4350
775, 255, 4360
775, 265, 4370
775, 275, 4380
775, 285, 4390
775, 295, 4400
775, 305, 4410
775, 315, 4420
775, 325, 4430
775, 335, 4440
775, 345, 4450
775, 355, 4460
775, 365, 4470
775, 375, 4480
775, 385, 4490
775, 395, 4500
775, 405, 4510
775, 415, 4520
775, 425, 4530
765, 425, 4540
755, 425, 4550
745, 425, 4560
735, 425, 4570
725, 425, 4580
715, 425, 4590
705, 425, 4600
695, 425, 4610
685, 425, 4620
675, 425, 4630
665, 425, 4640
655, 425, 4650
645, 425, 4660
635, 425, 4670
625, 425, 4680
615, 425, 4690
605, 425, 4700
595, 425, 4710
585, 425, 4720
575, 425, 4730
565, 425, 4740
555, 425, 4750
545, 425, 4760
535, 425, 4770
525, 425, 4780
515, 425, 4790
505, 425, 4800
495, 425, 4810
485, 425, 4820
475, 425, 4830
465, 425, 4840
455, 425, 4850
445, 425, 4860
435, 425, 4870
425, 425, 4880
415, 425, 4890
405, 425, 4900
395, 425, 4910
385, 425, 4920
375, 425, 4930
365, 425, 4940
355, 425, 4950
345, 425, 4960
335, 425, 4970
325, 425, 4980
315, 425, 4990
305, 425, 5000
295, 425, 5010
285, 425, 5020
275, 425, 5030
265, 425, 5040
255, 425, 5050
245, 425, 5060
235, 425, 5070
225, 425, 5080
215, 425, 5090
205, 425, 5100
195, 425, 5110
185, 425, 5120
175, 425, 5130
165, 425, 5140
155, 425, 5150
145, 425, 5160
135, 425, 5170
125, 425, 5180
115, 425, 5190
105, 425, 5200
95, 425, 5210
85, 425, 5220
75, 425, 5230
65, 425, 5240
55, 425, 5250
45, 425, 5260
35, 425, 5270
25, 425, 5280
25, 435, 5290
25, 445, 5300
25, 455, 5310
35, 455, 5320
45, 455, 5330
45, 445, 5340
45, 435, 5350
45, 425, 5360
55, 425, 5370
65, 425, 5380
75, 425, 5390
85, 425, 5400
95, 425, 5410
105, 425, 5420
115, 425, 5430
125, 425, 5440
135, 425, 5450
145, 425, 5460
155, 425, 5470
165, 425, 5480
175, 425, 5490
185, 425, 5500
195, 425, 5510
205, 425, 5520
215, 425, 5530
225, 425, 5540
235, 425, 5550
245, 425, 5560
255, 425, 5570
265, 425, 5580
275, 425, 5590
285, 425, 5600
295, 425, 5610
305, 425, 5620
315, 425, 5630
325, 425, 5640
335, 425, 5650
345, 425, 5660
355, 425, 5670
365, 425, 5680
375, 425, 5690
385, 425, 5700
395, 425, 5710
405, 425, 5720
415, 425, 5730
425, 425, 5740
435, 425, 5750
445, 425, 5760
455, 425, 5770
465, 425, 5780
475, 425, 5790
485, 425, 5800
495, 425, 5810
505, 425, 5820
515, 425, 5830
525, 425, 5840
535, 425, 5850
545, 425, 5860
555, 425, 5870
565, 425, 5880
575, 425, 5890
585, 425, 5900
595, 425, 5910
605, 425, 5920
615, 425, 5930
625, 425, 5940
635, 425, 5950
645, 425, 5960
655, 425, 5970
665, 425, 5980
675, 425, 5990
685, 425, 6000
695, 425, 6010
705, 425, 6020
715, 425, 6030
725, 425, 6040
735, 425, 6050
745, 425, 6060
755, 425, 6070
765, 425, 6080
775, 425, 6090
775, 415, 6100
775, 405, 6110
775, 395, 6120
775, 385, 6130
775, 375, 6140
775, 365, 6150
775, 355, 6160
775, 345, 6170
775, 335, 6180
775, 325, 6190
775, 315, 6200
775, 305, 6210
775, 295, 6220
775, 285, 6230
775, 275, 6240
775, 265, 6250
775, 255, 6260
775, 245, 6270
775, 235, 6280
775, 225, 6290
775, 215, 6300
775, 205, 6310
775, 195, 6320
775, 185, 6330
765, 185, 6340
755, 185, 6350
745, 185, 6360
735, 185, 6370
725, 185, 6380
715, 185, 6390
705, 185, 6400
695, 185, 6410
685, 185, 6420
675, 185, 6430
665, 185, 6440
655, 185, 6450
645, 185, 6460
635, 185, 6470
625, 185, 6480
615, 185, 6490
605, 185, 6500
595, 185, 6510
585, 185, 6520
575, 185, 6530
565, 185, 6540
555, 185, 6550
545, 185, 6560
535, 185, 6570
525, 185, 6580
515, 185, 6590
505, 185, 6600
495, 185, 6610
485, 185, 6620
475, 185, 6630
465, 185, 6640
455, 185, 6650
445, 185, 6660
435, 185, 6670
425, 185, 6680
415, 185, 6690
405, 185, 6700
395, 185, 6710
385, 185, 6720
375, 185, 6730
365, 185, 6740
355, 185, 6750
345, 185, 6760
335, 185, 6770
325, 185, 6780
315, 185, 6790
305, 185, 6800
295, 185, 6810
285, 185, 6820
275, 185, 6830
265, 185, 6840
255, 185, 6850
245, 185, 6860
235, 185, 6870
225, 185, 6880
215, 185, 6890
205, 185, 6900
195, 185, 6910
185, 185, 6920
175, 185, 6930
165, 185, 6940
155, 185, 6950
145, 185, 6960
135, 185, 6970
125, 185, 6980
115, 185, 6990
105, 185, 7000
95, 185, 7010
85, 185, 7020
75, 185, 7030
65, 185, 7040
55, 185, 7050
45, 185, 7060
35, 185, 7070
25, 185, 7080
25, 195, 7090
25, 205, 7100
25, 215, 7110
25, 225, 7120
25, 235, 7130
25, 245, 7140
25, 255, 7150
25, 265, 7160
25, 275, 7170
25, 285, 7180
25, 295, 7190
35, 295, 7200
45, 295, 7210
55, 295, 7220
65, 295, 7230
75, 295, 7240
85, 295, 7250
95, 295, 7260
105, 295, 7270
115, 295, 7280
115, 285, 7290
115, 275, 7300
115, 265, 7310
115, 255, 7320
115, 245, 7330
115, 235, 7340
115, 225, 7350
115, 215, 7360
115, 205, 7370
115, 195, 7380
115, 185, 7390
125, 185, 7400
135, 185, 7410
145, 185, 7420
155, 185, 7430
165, 185, 7440
175, 185, 7450
185, 185, 7460
195, 185, 7470
205, 185, 7480
215, 185, 7490
225, 185, 7500
235, 185, 7510
245, 185, 7520
255, 185, 7530
265, 185, 7540
275, 185, 7550
285, 185, 7560
295, 185, 7570
305, 185, 7580
315, 185, 7590
325, 185, 7600
335, 185, 7610
345, 185, 7620
355, 185, 7630
365, 185, 7640
375, 185, 7650
385, 185, 7660
395, 185, 7670
405, 185, 7680
415, 185, 7690
425, 185, 7700
435, 185, 7710
445, 185, 7720
455, 185, 7730
465, 185, 7740
475, 185, 7750
485, 185, 7760
495, 185, 7770
505, 185, 7780
515, 185, 7790
525, 185, 7800
535, 185, 7810
545, 185, 7820
555, 185, 7830
565, 185, 7840
575, 185, 7850
585, 185, 7860
595, 185, 7870
605, 185, 7880
615, 185, 7890
625, 185, 7900
635, 185, 7910
645, 185, 7920
655, 185, 7930
665, 185, 7940
675, 185, 7950
685, 185, 7960
695, 185, 7970
705, 185, 7980
715, 185, 7990
725, 185, 8000
735, 185, 8010
745, 185, 8020
755, 185, 8030
765, 185, 8040
775, 185, 8050
775, 195, 8060
775, 205, 8070
775, 215, 8080
775, 225, 8090
775, 235, 8100
775, 245, 8110
775, 255, 8120
775, 265, 8130
775, 275, 8140
775, 285, 8150
775, 295, 8160
775, 305, 8170
775, 315, 8180
775, 325, 8190
775, 335, 8200
775, 345, 8210
775, 355, 8220
775, 365, 8230
775, 375, 8240
775, 385, 8250
775, 395, 8260
775, 405, 8270
775, 415, 8280
775, 425, 8290
765, 425, 8300
755, 425, 8310
745, 425, 8320
735, 425, 8330
725, 425, 8340
715, 425, 8350
705, 425, 8360
695, 425, 8370
685, 425, 8380
675, 425, 8390
665, 425, 8400
655, 425, 8410
645, 425, 8420
635, 425, 8430
625, 425, 8440
615, 425, 8450
605, 425, 8460
595, 425, 8470
585, 425, 8480
575, 425, 8490
565, 425, 8500
555, 425, 8510
545, 425, 8520
535, 425, 8530
525, 425, 8540
515, 425, 8550
505, 425, 8560
495, 425, 8570
485, 425, 8580
475, 425, 8590
465, 425, 8600
455, 425, 8610
445, 425, 8620
435, 425, 8630
425, 425, 8640
415, 425, 8650
405, 425, 8660
395, 425, 8670
385, 425, 8680
375, 425, 8690
365, 425, 8700
355, 425, 8710
345, 425, 8720
335, 425, 8730
325, 425, 8740
315, 425, 8750
305, 425, 8760
295, 425, 8770
285, 425, 8780
275, 425, 8790
265, 425, 8800
255, 425, 8810
245, 425, 8820
235, 425, 8830
225, 425, 8840
215, 425, 8850
205, 425, 8860
195, 425, 8870
185, 425, 8880
175, 425, 8890
165, 425, 8900
155, 425, 8910
145, 425, 8920
135, 425, 8930
125, 425, 8940
115, 425, 8950
105, 425, 8960
95, 425, 8970
85, 425, 8980
75, 425, 8990
65, 425, 9000
55, 425, 9010
45, 425, 9020
35, 425, 9030
25, 425, 9040
25, 435, 9050
25, 445, 9060
25, 455, 9070
35, 455, 9080
45, 455, 9090
45, 445, 9100
45, 435, 9110
45, 425, 9120
55, 425, 9130
65, 425, 9140
75, 425, 9150
85, 425, 9160
95, 425, 9170
105, 425, 9180
115, 425, 9190
125, 425, 9200
135, 425, 9210
145, 425, 9220
155, 425, 9230
165, 425, 9240
175, 425, 9250
185, 425, 9260
195, 425, 9270
205, 425, 9280
215, 425, 9290
225, 425, 9300
235, 425, 9310
245, 425, 9320
255, 425, 9330
265, 425, 9340
275, 425, 9350
285, 425, 9360
295, 425, 9370
305, 425, 9380
315, 425, 9390
325, 425, 9400
335, 425, 9410
345, 425, 9420
355, 425, 9430
365, 425, 9440
375, 425, 9450
385, 425, 9460
395, 425, 9470
405, 425, 9480
415, 425, 9490
425, 425, 9500
435, 425, 9510
445, 425, 9520
455, 425, 9530
465, 425, 9540
475, 425, 9550
485, 425, 9560
495, 425, 9570
505, 425, 9580
515, 425, 9590
525, 425, 9600
535, 425, 9610
545, 425, 9620
555, 425, 9630
565, 425, 9640
575, 425, 9650
585, 425, 9660
595, 425, 9670
605, 425, 9680
615, 425, 9690
625, 425, 9700
635, 425, 9710
645, 425, 9720
655, 425, 9730
665, 425, 9740
675, 425, 9750
685, 425, 9760
695, 425, 9770
705, 425, 9780
715, 425, 9790
725, 425, 9800
735, 425, 9810
745, 425, 9820
755, 425, 9830
765, 425, 9840
775, 425, 9850
775, 415, 9860
775, 405, 9870
775, 395, 9880
775, 385, 9890
775, 375, 9900
775, 365, 9910
775, 355, 9920
775, 345, 9930
775, 335, 9940
775, 325, 9950
775, 315, 9960
775, 305, 9970
775, 295, 9980
775, 285, 9990
775, 275, 10000
775, 265, 10010
